GP,Year,Driver,Team,DriverPointsBefore,TeamPointsBefore,DriverRecentForm,TeamRecentForm,QualifyingTime (s),AvgRaceTime (s),StartPosition,EndPosition
Mexico City Grand Prix,2019,KUB,Williams,1.0,1.0,16.333333333333332,16.666666666666668,80.179,84.64248529411765,20.0,18.0
Mexico City Grand Prix,2019,RAI,Alfa Romeo Racing,31.0,35.0,14.333333333333334,13.666666666666666,76.967,83.90029824561404,14.0,19.0
Mexico City Grand Prix,2019,NOR,McLaren,35.0,111.0,8.666666666666666,8.0,76.322,83.93,8.0,20.0
United States Grand Prix,2019,BOT,Mercedes,287.0,645.0,2.0,2.3333333333333335,92.029,100.64247272727273,1.0,1.0
United States Grand Prix,2019,HAM,Mercedes,358.0,645.0,1.6666666666666667,2.3333333333333335,92.321,100.66496363636364,5.0,2.0
United States Grand Prix,2019,VER,Red Bull Racing,217.0,336.0,9.333333333333334,9.666666666666666,92.096,100.71096363636364,3.0,3.0
United States Grand Prix,2019,LEC,Ferrari,233.0,461.0,4.333333333333333,4.0,92.137,101.51018181818182,4.0,4.0
United States Grand Prix,2019,ALB,Red Bull Racing,74.0,336.0,4.666666666666667,9.666666666666666,92.548,101.89401818181818,6.0,5.0
United States Grand Prix,2019,RIC,Renault,38.0,73.0,15.333333333333334,12.666666666666666,93.488,102.16605454545454,9.0,6.0
United States Grand Prix,2019,NOR,McLaren,35.0,111.0,13.0,14.666666666666666,93.175,102.15816666666667,8.0,7.0
United States Grand Prix,2019,SAI,McLaren,76.0,111.0,8.0,14.666666666666666,92.847,102.5183888888889,7.0,8.0
United States Grand Prix,2019,HUL,Renault,35.0,73.0,13.333333333333334,12.666666666666666,93.815,102.54842592592593,11.0,9.0
United States Grand Prix,2019,PER,Racing Point,43.0,64.0,7.333333333333333,9.333333333333334,95.808,102.60768518518518,0.0,10.0
United States Grand Prix,2019,RAI,Alfa Romeo Racing,31.0,35.0,14.666666666666666,15.666666666666666,94.369,102.69785185185185,17.0,11.0
United States Grand Prix,2019,KVY,Toro Rosso,34.0,64.0,11.0,10.0,93.989,102.61003703703703,13.0,12.0
United States Grand Prix,2019,STR,Racing Point,21.0,64.0,10.666666666666666,9.333333333333334,94.1,103.05498148148148,14.0,13.0
United States Grand Prix,2019,GIO,Alfa Romeo Racing,4.0,35.0,14.333333333333334,15.666666666666666,94.226,103.28574074074075,16.0,14.0
United States Grand Prix,2019,GRO,Haas F1 Team,8.0,28.0,16.666666666666668,15.666666666666666,94.158,103.62877777777777,15.0,15.0
United States Grand Prix,2019,GAS,Toro Rosso,75.0,64.0,10.0,10.0,93.601,103.46366037735848,10.0,16.0
United States Grand Prix,2019,RUS,Williams,0.0,1.0,16.333333333333332,17.0,95.372,104.59552830188679,18.0,17.0
United States Grand Prix,2019,MAG,Haas F1 Team,20.0,28.0,13.0,15.666666666666666,93.979,103.62711764705882,12.0,18.0
United States Grand Prix,2019,KUB,Williams,1.0,1.0,17.0,17.0,95.889,106.07480000000001,19.0,19.0
United States Grand Prix,2019,VET,Ferrari,228.0,461.0,7.333333333333333,4.0,92.041,102.74033333333334,2.0,20.0
São Paulo Grand Prix,2019,VER,Red Bull Racing,232.0,361.0,9.0,4.666666666666667,67.508,78.83667142857144,1.0,1.0
São Paulo Grand Prix,2019,GAS,Toro Rosso,75.0,64.0,10.666666666666666,13.0,68.837,78.86107142857142,6.0,2.0
São Paulo Grand Prix,2019,SAI,McLaren,80.0,121.0,8.666666666666666,11.666666666666666,68.75415789473684,78.82764285714286,20.0,3.0
São Paulo Grand Prix,2019,RAI,Alfa Romeo Racing,31.0,35.0,14.0,14.666666666666666,68.984,78.8948857142857,8.0,4.0
São Paulo Grand Prix,2019,GIO,Alfa Romeo Racing,4.0,35.0,14.0,14.666666666666666,68.919,78.8878,12.0,5.0
São Paulo Grand Prix,2019,RIC,Renault,46.0,83.0,11.0,8.333333333333334,68.903,78.88255714285715,11.0,6.0
São Paulo Grand Prix,2019,HAM,Mercedes,376.0,688.0,2.0,2.0,67.699,78.9052,3.0,7.0
São Paulo Grand Prix,2019,NOR,McLaren,41.0,121.0,12.666666666666666,11.666666666666666,68.868,78.99717647058823,10.0,8.0
São Paulo Grand Prix,2019,PER,Racing Point,44.0,65.0,8.333333333333334,11.666666666666666,69.035,78.88495714285715,15.0,9.0
São Paulo Grand Prix,2019,KVY,Toro Rosso,34.0,64.0,11.0,13.0,69.32,78.87152857142857,16.0,10.0
São Paulo Grand Prix,2019,MAG,Haas F1 Team,20.0,28.0,16.0,16.666666666666668,69.037,79.00358823529412,9.0,11.0
São Paulo Grand Prix,2019,RUS,Williams,0.0,1.0,16.333333333333332,18.0,70.126,78.88432857142857,18.0,12.0
São Paulo Grand Prix,2019,GRO,Haas F1 Team,8.0,28.0,15.0,16.666666666666668,68.854,78.96617142857143,7.0,13.0
São Paulo Grand Prix,2019,ALB,Red Bull Racing,84.0,361.0,4.666666666666667,4.666666666666667,67.935,78.99905714285714,5.0,14.0
São Paulo Grand Prix,2019,HUL,Renault,37.0,83.0,13.0,8.333333333333334,68.921,78.89845714285714,13.0,15.0
São Paulo Grand Prix,2019,KUB,Williams,1.0,1.0,18.0,18.0,70.614,80.09676811594203,19.0,16.0
São Paulo Grand Prix,2019,VET,Ferrari,228.0,473.0,8.0,9.333333333333334,67.631,76.990359375,2.0,17.0
São Paulo Grand Prix,2019,LEC,Ferrari,245.0,473.0,4.666666666666667,9.333333333333334,67.728,76.914078125,14.0,18.0
São Paulo Grand Prix,2019,STR,Racing Point,21.0,65.0,11.333333333333334,11.666666666666666,69.536,77.191984375,17.0,19.0
São Paulo Grand Prix,2019,BOT,Mercedes,312.0,688.0,1.6666666666666667,2.0,67.874,74.42714,4.0,20.0
Abu Dhabi Grand Prix,2019,HAM,Mercedes,382.0,694.0,3.3333333333333335,9.666666666666666,94.779,102.61751851851851,1.0,1.0
Abu Dhabi Grand Prix,2019,VER,Red Bull Racing,257.0,386.0,3.3333333333333335,6.666666666666667,95.139,102.86798148148148,2.0,2.0
Abu Dhabi Grand Prix,2019,LEC,Ferrari,245.0,473.0,8.666666666666666,18.333333333333332,95.219,103.39074074074075,3.0,3.0
Abu Dhabi Grand Prix,2019,BOT,Mercedes,312.0,694.0,8.0,9.666666666666666,94.973,103.23844444444445,20.0,4.0
Abu Dhabi Grand Prix,2019,VET,Ferrari,228.0,473.0,13.0,18.333333333333332,95.339,103.73538888888889,4.0,5.0
Abu Dhabi Grand Prix,2019,ALB,Red Bull Racing,84.0,386.0,8.0,6.666666666666667,95.682,103.8052037037037,5.0,6.0
Abu Dhabi Grand Prix,2019,PER,Racing Point,46.0,67.0,8.666666666666666,13.666666666666666,97.055,104.85122641509433,10.0,7.0
Abu Dhabi Grand Prix,2019,NOR,McLaren,45.0,140.0,11.666666666666666,6.333333333333333,96.436,104.95486538461539,6.0,8.0
Abu Dhabi Grand Prix,2019,KVY,Toro Rosso,35.0,83.0,11.0,9.333333333333334,97.141,104.85507547169811,13.0,9.0
Abu Dhabi Grand Prix,2019,SAI,McLaren,95.0,140.0,8.0,6.333333333333333,96.459,104.71476000000001,8.0,10.0
Abu Dhabi Grand Prix,2019,RIC,Renault,54.0,91.0,6.666666666666667,10.0,96.456,105.01309433962265,7.0,11.0
Abu Dhabi Grand Prix,2019,HUL,Renault,37.0,91.0,11.333333333333334,10.0,96.71,105.02173584905661,9.0,12.0
Abu Dhabi Grand Prix,2019,RAI,Alfa Romeo Racing,43.0,57.0,11.333333333333334,7.666666666666667,98.383,105.12432075471698,17.0,13.0
Abu Dhabi Grand Prix,2019,MAG,Haas F1 Team,20.0,28.0,14.666666666666666,14.0,97.254,105.45169811320754,14.0,14.0
Abu Dhabi Grand Prix,2019,GRO,Haas F1 Team,8.0,28.0,15.0,14.0,98.051,105.7393396226415,15.0,15.0
Abu Dhabi Grand Prix,2019,GIO,Alfa Romeo Racing,14.0,57.0,11.0,7.666666666666667,98.114,106.00009433962265,16.0,16.0
Abu Dhabi Grand Prix,2019,RUS,Williams,0.0,1.0,15.0,15.666666666666666,98.717,106.14305660377359,18.0,17.0
Abu Dhabi Grand Prix,2019,GAS,Toro Rosso,93.0,83.0,9.0,9.333333333333334,97.089,104.92229411764707,11.0,18.0
Abu Dhabi Grand Prix,2019,KUB,Williams,1.0,1.0,17.666666666666668,15.666666666666666,99.236,106.77046153846155,19.0,19.0
Abu Dhabi Grand Prix,2019,STR,Racing Point,21.0,67.0,14.666666666666666,13.666666666666666,97.103,106.78956818181818,12.0,20.0
Austrian Grand Prix,2020,BOT,Mercedes,0.0,0.0,,,62.939,77.618625,1.0,1.0
Austrian Grand Prix,2020,LEC,Ferrari,0.0,0.0,,,63.923,77.47757812500001,7.0,2.0
Austrian Grand Prix,2020,NOR,McLaren,0.0,0.0,,,63.626,77.58010937499999,3.0,3.0
Austrian Grand Prix,2020,HAM,Mercedes,0.0,0.0,,,62.951,77.69625396825396,5.0,4.0
Austrian Grand Prix,2020,SAI,McLaren,0.0,0.0,,,63.971,77.56753125,8.0,5.0
Austrian Grand Prix,2020,PER,Racing Point,0.0,0.0,,,63.868,77.61490625,6.0,6.0
Austrian Grand Prix,2020,GAS,AlphaTauri,0.0,0.0,,,64.305,77.6171875,12.0,7.0
Austrian Grand Prix,2020,OCO,Renault,0.0,0.0,,,64.643,77.553203125,14.0,8.0
Austrian Grand Prix,2020,GIO,Alfa Romeo Racing,0.0,0.0,,,65.175,77.62271875,18.0,9.0
Austrian Grand Prix,2020,VET,Ferrari,0.0,0.0,,,64.206,77.740921875,11.0,10.0
Austrian Grand Prix,2020,LAT,Williams,0.0,0.0,,,65.757,77.59504615384616,20.0,11.0
Austrian Grand Prix,2020,KVY,AlphaTauri,0.0,0.0,,,64.431,78.04001612903225,13.0,12.0
Austrian Grand Prix,2020,ALB,Red Bull Racing,0.0,0.0,,,63.868,78.57391525423729,4.0,13.0
Austrian Grand Prix,2020,RAI,Alfa Romeo Racing,0.0,0.0,,,65.224,75.44828260869565,19.0,14.0
Austrian Grand Prix,2020,RUS,Williams,0.0,0.0,,,65.167,74.17371428571428,17.0,15.0
Austrian Grand Prix,2020,GRO,Haas F1 Team,0.0,0.0,,,64.691,75.69832558139534,15.0,16.0
Austrian Grand Prix,2020,MAG,Haas F1 Team,0.0,0.0,,,65.164,71.44658823529413,16.0,17.0
Austrian Grand Prix,2020,STR,Racing Point,0.0,0.0,,,64.029,72.077,9.0,18.0
Austrian Grand Prix,2020,RIC,Renault,0.0,0.0,,,64.239,73.69739999999999,10.0,19.0
Austrian Grand Prix,2020,VER,Red Bull Racing,0.0,0.0,,,63.477,77.19177777777777,2.0,20.0
Styrian Grand Prix,2020,HAM,Mercedes,12.0,37.0,4.0,2.5,79.273,69.89284285714285,1.0,1.0
Styrian Grand Prix,2020,BOT,Mercedes,25.0,37.0,1.0,2.5,80.701,69.98587142857143,4.0,2.0
Styrian Grand Prix,2020,VER,Red Bull Racing,0.0,0.0,20.0,16.5,80.489,70.33311428571429,2.0,3.0
Styrian Grand Prix,2020,ALB,Red Bull Racing,0.0,0.0,13.0,16.5,81.011,70.3972,6.0,4.0
Styrian Grand Prix,2020,NOR,McLaren,15.0,25.0,3.0,4.0,80.925,70.5385,9.0,5.0
Styrian Grand Prix,2020,PER,Racing Point,8.0,8.0,6.0,12.0,81.607,70.45542857142857,17.0,6.0
Styrian Grand Prix,2020,STR,Racing Point,0.0,8.0,18.0,12.0,79.645,70.54088571428572,12.0,7.0
Styrian Grand Prix,2020,RIC,Renault,0.0,4.0,19.0,13.5,81.192,70.6237,8.0,8.0
Styrian Grand Prix,2020,SAI,McLaren,10.0,25.0,5.0,4.0,80.671,71.10144927536231,3.0,9.0
Styrian Grand Prix,2020,KVY,AlphaTauri,0.0,6.0,12.0,9.5,79.717,71.04595652173913,13.0,10.0
Styrian Grand Prix,2020,RAI,Alfa Romeo Racing,0.0,2.0,14.0,11.5,81.14,71.0576956521739,16.0,11.0
Styrian Grand Prix,2020,MAG,Haas F1 Team,0.0,0.0,17.0,16.5,80.211,71.18085507246377,15.0,12.0
Styrian Grand Prix,2020,GRO,Haas F1 Team,0.0,0.0,16.0,16.5,80.68615789473684,71.0979420289855,0.0,13.0
Styrian Grand Prix,2020,GIO,Alfa Romeo Racing,2.0,2.0,9.0,11.5,81.831,71.217,19.0,14.0
Styrian Grand Prix,2020,GAS,AlphaTauri,6.0,6.0,7.0,9.5,81.028,71.55298550724638,7.0,15.0
Styrian Grand Prix,2020,RUS,Williams,0.0,0.0,15.0,13.0,79.636,71.5981343283582,11.0,16.0
Styrian Grand Prix,2020,LAT,Williams,0.0,0.0,11.0,13.0,81.759,71.6935223880597,18.0,17.0
Styrian Grand Prix,2020,OCO,Renault,4.0,4.0,8.0,13.5,80.922,73.82745833333333,5.0,18.0
Styrian Grand Prix,2020,LEC,Ferrari,18.0,19.0,2.0,6.0,79.628,107.84333333333335,14.0,19.0
Styrian Grand Prix,2020,VET,Ferrari,1.0,19.0,10.0,6.0,81.651,,10.0,20.0
Hungarian Grand Prix,2020,HAM,Mercedes,37.0,80.0,2.5,2.3333333333333335,73.447,82.2725072463768,1.0,1.0
Hungarian Grand Prix,2020,VER,Red Bull Racing,15.0,27.0,11.5,9.0,74.849,82.34230434782609,7.0,2.0
Hungarian Grand Prix,2020,BOT,Mercedes,43.0,80.0,1.5,2.3333333333333335,73.554,82.312,2.0,3.0
Hungarian Grand Prix,2020,STR,Racing Point,6.0,22.0,12.5,10.333333333333334,74.377,83.06195652173912,3.0,4.0
Hungarian Grand Prix,2020,ALB,Red Bull Racing,12.0,27.0,8.5,9.0,75.715,83.2351884057971,13.0,5.0
Hungarian Grand Prix,2020,VET,Ferrari,1.0,19.0,15.0,16.333333333333332,74.774,83.48845588235294,5.0,6.0
Hungarian Grand Prix,2020,PER,Racing Point,16.0,22.0,6.0,10.333333333333334,74.545,83.45888235294117,4.0,7.0
Hungarian Grand Prix,2020,RIC,Renault,4.0,8.0,13.5,15.0,75.661,83.44642647058824,11.0,8.0
Hungarian Grand Prix,2020,SAI,McLaren,12.0,37.0,7.0,6.333333333333333,75.027,83.67641176470589,9.0,9.0
Hungarian Grand Prix,2020,MAG,Haas F1 Team,0.0,0.0,14.5,14.0,76.152,83.45232352941176,0.0,10.0
Hungarian Grand Prix,2020,LEC,Ferrari,18.0,19.0,10.5,16.333333333333332,74.817,83.98836764705882,6.0,11.0
Hungarian Grand Prix,2020,KVY,AlphaTauri,1.0,7.0,11.0,12.333333333333334,76.204,83.92261764705883,17.0,12.0
Hungarian Grand Prix,2020,NOR,McLaren,25.0,37.0,4.0,6.333333333333333,74.966,83.96454411764705,8.0,13.0
Hungarian Grand Prix,2020,OCO,Renault,4.0,8.0,13.0,15.0,75.742,83.95429411764705,14.0,14.0
Hungarian Grand Prix,2020,RAI,Alfa Romeo Racing,0.0,2.0,12.5,13.0,76.614,84.06354411764706,20.0,15.0
Hungarian Grand Prix,2020,GRO,Haas F1 Team,0.0,0.0,14.5,14.0,76.407,83.90914705882354,0.0,16.0
Hungarian Grand Prix,2020,GIO,Alfa Romeo Racing,2.0,2.0,11.5,13.0,76.506,84.34174999999999,19.0,17.0
Hungarian Grand Prix,2020,RUS,Williams,0.0,0.0,15.5,16.0,75.698,84.3760294117647,12.0,18.0
Hungarian Grand Prix,2020,LAT,Williams,0.0,0.0,14.0,16.0,76.544,87.48212698412698,15.0,19.0
Hungarian Grand Prix,2020,GAS,AlphaTauri,6.0,7.0,11.0,12.333333333333334,75.508,90.14185714285713,10.0,20.0
British Grand Prix,2020,HAM,Mercedes,62.0,120.0,2.0,2.0,84.303,94.4918888888889,1.0,1.0
British Grand Prix,2020,VER,Red Bull Racing,33.0,55.0,8.333333333333334,3.6666666666666665,85.325,94.72257777777777,3.0,2.0
British Grand Prix,2020,LEC,Ferrari,18.0,27.0,10.666666666666666,12.333333333333334,85.427,96.38367391304348,4.0,3.0
British Grand Prix,2020,RIC,Renault,8.0,12.0,11.666666666666666,13.333333333333334,86.009,97.50506382978725,8.0,4.0
British Grand Prix,2020,NOR,McLaren,25.0,39.0,7.0,10.333333333333334,85.782,97.56195744680852,5.0,5.0
British Grand Prix,2020,OCO,Renault,4.0,12.0,13.333333333333334,13.333333333333334,86.209,97.609,9.0,6.0
British Grand Prix,2020,GAS,AlphaTauri,6.0,7.0,14.0,15.666666666666666,86.501,97.70023404255319,11.0,7.0
British Grand Prix,2020,ALB,Red Bull Racing,22.0,55.0,7.333333333333333,3.6666666666666665,86.545,96.53147826086958,12.0,8.0
British Grand Prix,2020,STR,Racing Point,18.0,40.0,9.666666666666666,6.0,85.839,97.8504255319149,6.0,9.0
British Grand Prix,2020,VET,Ferrari,9.0,27.0,12.0,12.333333333333334,86.339,97.92655319148936,10.0,10.0
British Grand Prix,2020,BOT,Mercedes,58.0,120.0,2.0,2.0,84.616,95.4699111111111,2.0,11.0
British Grand Prix,2020,RUS,Williams,0.0,0.0,16.333333333333332,18.0,87.092,96.89447826086956,20.0,12.0
British Grand Prix,2020,SAI,McLaren,14.0,39.0,7.666666666666667,10.333333333333334,85.965,98.24517021276596,7.0,13.0
British Grand Prix,2020,GIO,Alfa Romeo Racing,2.0,2.0,13.333333333333334,15.333333333333334,87.164,98.0441489361702,15.0,14.0
British Grand Prix,2020,LAT,Williams,0.0,0.0,15.666666666666666,18.0,87.705,96.94958695652173,18.0,15.0
British Grand Prix,2020,GRO,Haas F1 Team,0.0,1.0,15.0,13.0,87.643,97.04278260869565,17.0,16.0
British Grand Prix,2020,RAI,Alfa Romeo Racing,0.0,2.0,13.333333333333334,15.333333333333334,87.366,97.60511363636364,16.0,17.0
British Grand Prix,2020,KVY,AlphaTauri,1.0,7.0,11.333333333333334,15.666666666666666,86.744,108.20166666666667,19.0,18.0
British Grand Prix,2020,MAG,Haas F1 Team,1.0,1.0,13.0,13.0,87.158,,14.0,19.0
British Grand Prix,2020,HUL,Racing Point,0.0,40.0,,6.0,86.566,,13.0,20.0
70th Anniversary Grand Prix,2020,VER,Red Bull Racing,51.0,77.0,2.3333333333333335,5.0,86.176,91.89598039215686,4.0,1.0
70th Anniversary Grand Prix,2020,HAM,Mercedes,87.0,145.0,1.0,5.0,85.217,92.14650980392156,2.0,2.0
70th Anniversary Grand Prix,2020,BOT,Mercedes,58.0,145.0,5.333333333333333,5.0,85.154,92.32113725490196,1.0,3.0
70th Anniversary Grand Prix,2020,LEC,Ferrari,33.0,43.0,11.0,8.0,86.614,92.36913725490196,8.0,4.0
70th Anniversary Grand Prix,2020,ALB,Red Bull Racing,26.0,77.0,5.666666666666667,5.0,86.669,92.5729411764706,9.0,5.0
70th Anniversary Grand Prix,2020,STR,Racing Point,20.0,42.0,6.666666666666667,12.0,86.428,92.6991568627451,6.0,6.0
70th Anniversary Grand Prix,2020,HUL,Racing Point,0.0,42.0,20.0,12.0,86.082,92.97658823529412,3.0,7.0
70th Anniversary Grand Prix,2020,OCO,Renault,12.0,32.0,12.666666666666666,8.0,87.011,93.0445294117647,14.0,8.0
70th Anniversary Grand Prix,2020,NOR,McLaren,35.0,49.0,7.666666666666667,10.333333333333334,86.778,93.09972549019608,10.0,9.0
70th Anniversary Grand Prix,2020,KVY,AlphaTauri,1.0,13.0,13.333333333333334,15.0,87.882,93.11870588235294,16.0,10.0
70th Anniversary Grand Prix,2020,GAS,AlphaTauri,12.0,13.0,14.0,15.0,86.534,93.21945098039215,7.0,11.0
70th Anniversary Grand Prix,2020,VET,Ferrari,10.0,43.0,12.0,8.0,87.078,93.12782352941177,11.0,12.0
70th Anniversary Grand Prix,2020,SAI,McLaren,14.0,49.0,10.333333333333334,10.333333333333334,87.083,93.23660784313725,12.0,13.0
70th Anniversary Grand Prix,2020,RIC,Renault,20.0,32.0,6.666666666666667,8.0,86.297,93.81916,5.0,14.0
70th Anniversary Grand Prix,2020,RAI,Alfa Romeo Racing,0.0,2.0,14.333333333333334,16.0,88.493,93.99592000000001,20.0,15.0
70th Anniversary Grand Prix,2020,GRO,Haas F1 Team,0.0,1.0,15.0,17.0,87.254,94.06862,13.0,16.0
70th Anniversary Grand Prix,2020,GIO,Alfa Romeo Racing,2.0,2.0,15.0,16.0,88.433,94.18802,19.0,17.0
70th Anniversary Grand Prix,2020,RUS,Williams,0.0,0.0,15.333333333333334,15.333333333333334,87.455,94.1972,15.0,18.0
70th Anniversary Grand Prix,2020,LAT,Williams,0.0,0.0,17.0,15.333333333333334,88.43,94.18994,18.0,19.0
70th Anniversary Grand Prix,2020,MAG,Haas F1 Team,1.0,1.0,13.666666666666666,17.0,88.236,95.08109523809523,17.0,20.0
Spanish Grand Prix,2020,HAM,Mercedes,105.0,178.0,1.3333333333333333,5.333333333333333,75.584,83.37575384615384,1.0,1.0
Spanish Grand Prix,2020,VER,Red Bull Racing,76.0,112.0,1.6666666666666667,4.666666666666667,76.292,83.72475384615385,3.0,2.0
Spanish Grand Prix,2020,BOT,Mercedes,73.0,178.0,5.666666666666667,5.333333333333333,75.643,84.00918461538461,2.0,3.0
Spanish Grand Prix,2020,STR,Racing Point,28.0,56.0,6.333333333333333,11.0,76.589,84.96709375,5.0,4.0
Spanish Grand Prix,2020,PER,Racing Point,22.0,56.0,6.333333333333333,11.0,76.482,84.908078125,4.0,5.0
Spanish Grand Prix,2020,SAI,McLaren,14.0,51.0,11.666666666666666,11.666666666666666,77.044,84.983234375,7.0,6.0
Spanish Grand Prix,2020,VET,Ferrari,10.0,55.0,9.333333333333334,8.666666666666666,77.168,85.14228125,11.0,7.0
Spanish Grand Prix,2020,ALB,Red Bull Racing,36.0,112.0,6.0,4.666666666666667,77.029,85.215578125,6.0,8.0
Spanish Grand Prix,2020,GAS,AlphaTauri,12.0,14.0,12.666666666666666,13.0,77.136,85.197015625,10.0,9.0
Spanish Grand Prix,2020,NOR,McLaren,37.0,51.0,9.0,11.666666666666666,77.084,85.187203125,8.0,10.0
Spanish Grand Prix,2020,RIC,Renault,20.0,36.0,8.666666666666666,9.333333333333334,77.198,85.188375,13.0,11.0
Spanish Grand Prix,2020,KVY,AlphaTauri,2.0,14.0,13.333333333333334,13.0,77.192,85.196421875,12.0,12.0
Spanish Grand Prix,2020,OCO,Renault,16.0,36.0,9.333333333333334,9.333333333333334,77.567,85.3674375,15.0,13.0
Spanish Grand Prix,2020,RAI,Alfa Romeo Racing,0.0,2.0,15.666666666666666,16.333333333333332,77.386,85.462796875,14.0,14.0
Spanish Grand Prix,2020,MAG,Haas F1 Team,1.0,1.0,16.333333333333332,18.333333333333332,77.908,85.590515625,16.0,15.0
Spanish Grand Prix,2020,GIO,Alfa Romeo Racing,2.0,2.0,16.0,16.333333333333332,78.697,85.562828125,20.0,16.0
Spanish Grand Prix,2020,RUS,Williams,0.0,0.0,16.0,17.333333333333332,78.099,85.71715625,18.0,17.0
Spanish Grand Prix,2020,LAT,Williams,0.0,0.0,17.666666666666668,17.333333333333332,78.532,85.83711111111111,19.0,18.0
Spanish Grand Prix,2020,GRO,Haas F1 Team,0.0,1.0,16.0,18.333333333333332,78.089,86.29284126984126,17.0,19.0
Spanish Grand Prix,2020,LEC,Ferrari,45.0,55.0,6.0,8.666666666666666,77.087,87.51983783783784,9.0,20.0
Belgian Grand Prix,2020,HAM,Mercedes,130.0,218.0,1.3333333333333333,2.3333333333333335,101.252,108.93846153846155,1.0,1.0
Belgian Grand Prix,2020,BOT,Mercedes,88.0,218.0,5.666666666666667,2.3333333333333335,101.763,109.15958974358975,2.0,2.0
Belgian Grand Prix,2020,VER,Red Bull Racing,94.0,134.0,1.6666666666666667,5.0,101.778,109.40987179487179,3.0,3.0
Belgian Grand Prix,2020,RIC,Renault,20.0,36.0,9.666666666666666,12.666666666666666,102.061,109.6345641025641,4.0,4.0
Belgian Grand Prix,2020,OCO,Renault,16.0,36.0,9.0,12.666666666666666,102.396,110.22317948717948,6.0,5.0
Belgian Grand Prix,2020,ALB,Red Bull Racing,40.0,134.0,7.0,5.0,102.264,110.30079487179486,5.0,6.0
Belgian Grand Prix,2020,NOR,McLaren,38.0,60.0,8.0,9.666666666666666,102.657,110.57320512820512,10.0,7.0
Belgian Grand Prix,2020,GAS,AlphaTauri,14.0,16.0,9.0,10.666666666666666,102.745,110.57038461538461,12.0,8.0
Belgian Grand Prix,2020,STR,Racing Point,40.0,78.0,6.333333333333333,5.333333333333333,102.603,110.6164358974359,9.0,9.0
Belgian Grand Prix,2020,PER,Racing Point,32.0,78.0,6.0,5.333333333333333,102.532,110.7717435897436,8.0,10.0
Belgian Grand Prix,2020,KVY,AlphaTauri,2.0,16.0,13.333333333333334,10.666666666666666,102.73,111.29551282051281,11.0,11.0
Belgian Grand Prix,2020,RAI,Alfa Romeo Racing,0.0,2.0,15.333333333333334,15.666666666666666,103.743,111.52828205128205,16.0,12.0
Belgian Grand Prix,2020,VET,Ferrari,16.0,61.0,9.666666666666666,13.0,103.261,111.45179487179487,14.0,13.0
Belgian Grand Prix,2020,LEC,Ferrari,45.0,61.0,9.0,13.0,102.996,111.5760512820513,13.0,14.0
Belgian Grand Prix,2020,GRO,Haas F1 Team,0.0,1.0,17.0,18.0,103.838,112.7104,17.0,15.0
Belgian Grand Prix,2020,LAT,Williams,0.0,0.0,17.333333333333332,18.0,104.138,113.58746341463416,19.0,16.0
Belgian Grand Prix,2020,MAG,Haas F1 Team,1.0,1.0,18.0,18.0,104.314,113.83870731707316,20.0,17.0
Belgian Grand Prix,2020,GIO,Alfa Romeo Racing,2.0,2.0,15.666666666666666,15.666666666666666,103.95,112.675625,18.0,18.0
Belgian Grand Prix,2020,RUS,Williams,0.0,0.0,15.666666666666666,18.0,103.468,112.78175,15.0,19.0
